ORIG_FID,SIA2024BuildingType,BuildingAge,GlazingRatio
78638,SFH,1962,57
78639,SFH,1915,31
78640,SFH,1954,49
78641,SFH,2009,13
78642,SFH,1905,56
78643,SFH,2010,26
78644,SFH,1918,15
78645,SFH,1999,57
78646,SFH,1905,55
78647,SFH,1934,38
78648,SFH,1922,58
78649,SFH,2003,28
78650,SFH,1926,55
78651,SFH,1955,46
78652,SFH,2013,22
78653,SFH,1912,44
78654,SFH,1913,47
78655,SFH,1924,21
78656,SFH,2008,27
78657,SFH,1983,55
78658,SFH,1974,20
78659,SFH,1990,42
78660,SFH,1911,14
78661,SFH,1900,43
78662,SFH,1930,27
78663,SFH,1923,32
78664,SFH,2013,45
78665,SFH,1919,42
78666,SFH,1965,38
78667,SFH,2003,17
78668,SFH,1930,43
78669,SFH,2012,17
78670,SFH,2014,36
78671,SFH,2015,12
78672,SFH,1921,44
78673,SFH,2018,13
78674,SFH,1986,29
78675,SFH,1995,55
78676,SFH,1987,49
78677,SFH,1943,17
78678,SFH,1942,14
78679,SFH,1938,45
78680,SFH,2013,14
78681,SFH,1901,48
78682,SFH,1960,13
78683,SFH,1930,58
78684,SFH,1951,18
78685,SFH,1910,16
78686,SFH,1928,15
78687,SFH,1949,41
78688,SFH,1951,40
78689,SFH,1943,19
78690,SFH,1968,12
78691,SFH,2003,33
78692,SFH,1931,17
78693,SFH,1963,52
78694,SFH,1907,34
78695,SFH,1985,14
78696,SFH,1906,26
78697,SFH,1935,40
78698,SFH,1973,43
78699,SFH,2007,32
78700,SFH,1954,54
78701,SFH,2002,38
78702,SFH,1961,49
78703,SFH,2005,26
78704,SFH,1988,41
78705,SFH,1954,56
78706,SFH,2019,22
78707,SFH,1962,16
78708,SFH,1961,51
78709,SFH,1934,38
78710,SFH,1970,58
78711,SFH,1900,16
78712,SFH,2001,15
78713,SFH,1935,51
78714,SFH,1906,41
78715,SFH,1934,34
78716,SFH,1926,32
78717,SFH,1985,33
78718,SFH,1937,13
78719,SFH,2007,18
78720,SFH,1972,27
78721,SFH,2012,22
78722,SFH,1964,17
78723,SFH,1914,49
78724,SFH,1936,28
78725,SFH,1922,14
78726,SFH,1950,48
78727,SFH,1945,29
78728,SFH,1931,13
78729,SFH,1957,39
78730,SFH,2017,10
78731,SFH,1942,13
78732,SFH,1979,20
78733,SFH,1950,55
78734,SFH,1941,50
78735,SFH,1976,28
78736,SFH,1940,58
78737,SFH,1923,43
78738,SFH,1967,56
78739,SFH,1996,52
78740,SFH,2000,20
78741,SFH,1944,58
78742,SFH,1952,34
78743,SFH,1940,12
78744,SFH,1931,44
78745,SFH,1968,12
78746,SFH,1993,18
78747,SFH,1901,38
78748,SFH,1915,54
78749,SFH,1918,39
78750,SFH,1912,37
78751,SFH,2017,43
78752,SFH,2000,53
78753,SFH,1917,31
78754,SFH,1901,54
78755,SFH,2007,39
78756,SFH,1971,45
78757,SFH,1932,46
78758,SFH,1995,14
78759,SFH,1909,29
78760,SFH,1984,45
78761,SFH,1949,48
78762,SFH,2006,49
78763,SFH,1936,52
78764,SFH,1957,55
78765,SFH,1969,42
78766,SFH,1910,56
78767,SFH,1973,29
78768,SFH,1917,53
78769,SFH,1941,11
78770,SFH,2015,11
78771,SFH,1922,12
78772,SFH,1984,42
78773,SFH,1919,37
78774,SFH,1955,34
78775,SFH,1935,57
78776,SFH,1909,16
78777,SFH,1901,27
78778,SFH,1978,11
78779,SFH,1952,24
78780,SFH,1963,42
78781,SFH,1976,18
78782,SFH,1979,14
78783,SFH,1991,10
78784,SFH,1960,24
78785,SFH,1950,52
78786,SFH,1970,18
78787,SFH,2001,42
78788,SFH,2006,25
78789,SFH,1938,51
78790,SFH,1958,30
78791,SFH,1919,36
78792,SFH,1933,19
78793,SFH,1969,22
78794,SFH,1934,44
78795,SFH,2006,35
78796,SFH,1915,56
78797,SFH,1936,52
78798,SFH,2014,34
78799,SFH,2005,56
78800,SFH,1992,35
78801,SFH,1993,17
78802,SFH,2008,31
78803,SFH,1944,13
78804,SFH,1939,51
78805,SFH,1983,42
78806,SFH,1918,43
78807,SFH,1936,33
78808,SFH,1971,18
78809,SFH,1996,57
78810,SFH,1932,48
78811,SFH,1901,52
78812,SFH,1967,38
78813,SFH,1962,47
78814,SFH,2015,35
78815,SFH,1987,38
78816,SFH,1911,31
78817,SFH,1976,59
78818,SFH,1908,29
78819,SFH,1915,26
78820,SFH,1991,48
78821,SFH,1937,20
78822,SFH,1996,11
78823,SFH,1909,23
78824,SFH,1958,58
78825,SFH,1985,28
78826,SFH,1972,45
78827,SFH,1974,49
78828,SFH,1904,19
78829,SFH,2013,44
78830,SFH,1937,42
78831,SFH,1976,51
78832,SFH,2011,30
78833,SFH,1993,39
78834,SFH,1941,54
78835,SFH,1953,57
78836,SFH,1967,44
78837,SFH,1941,21
78838,SFH,1914,38
78839,SFH,1992,55
78840,SFH,1998,48
78841,SFH,1947,56
78842,SFH,1942,32
78843,SFH,1973,18
78844,SFH,1941,28
78845,SFH,1927,55
78846,SFH,1975,48
78847,SFH,1969,42
78848,SFH,1988,34
78849,SFH,1976,38
78850,SFH,2006,44
78851,SFH,1947,12
78852,SFH,1944,50
78853,SFH,1956,23
78854,SFH,1959,41
78855,SFH,1911,11
78856,SFH,1968,19
78857,SFH,1999,36
78858,SFH,1932,25
78859,SFH,1912,23
78860,SFH,1952,25
78861,SFH,1997,47
78862,SFH,1914,44
78863,SFH,1963,39
78864,SFH,1946,37
78865,SFH,1920,29
78866,SFH,1913,14
78867,SFH,1956,41
78868,SFH,1955,38
78869,SFH,2012,56
78870,SFH,2000,52
78871,SFH,1904,11
78872,SFH,2018,41
78873,SFH,1987,17
78874,SFH,1966,56
78875,SFH,1906,30
78876,SFH,1979,27
78877,SFH,1990,43
78878,SFH,1911,49
78879,SFH,1904,39
78880,SFH,1939,45
78881,SFH,1910,12
78882,SFH,1951,24
78883,SFH,1972,29
78884,SFH,1915,22
78885,SFH,1931,28
78886,SFH,1948,59
78887,SFH,1952,24
78888,SFH,1905,48
78889,SFH,1900,38
78890,SFH,2008,31
78891,SFH,1998,22
78892,SFH,1927,27
78893,SFH,1928,26
78894,SFH,1964,32
78895,SFH,1990,32
78896,SFH,1931,35
78897,SFH,1987,26
78898,SFH,1963,29
78899,SFH,1937,45
78900,SFH,2007,25
78901,SFH,1989,57
78902,SFH,1962,27
78903,SFH,2016,40
78904,SFH,1943,36
78905,SFH,1966,56
78906,SFH,1921,47
78907,SFH,1983,20
78908,SFH,2016,22
78909,SFH,1974,38
78910,SFH,1933,10
78911,SFH,1949,29
78912,SFH,1935,39
78913,SFH,1906,45
78914,SFH,1959,35
78915,SFH,2008,10
78916,SFH,1991,54
78917,SFH,1959,47
78918,SFH,2019,33
78919,SFH,1982,40
78920,SFH,1958,56
78921,SFH,1918,19
78922,SFH,1933,37
78923,SFH,1913,14
78924,SFH,1943,26
78925,SFH,1968,36
78926,SFH,2007,24
78927,SFH,1952,16
78928,SFH,1977,16
78929,SFH,2002,47
78930,SFH,1988,41
78931,SFH,1989,45
78932,SFH,2008,35
78933,SFH,1993,42
78934,SFH,1961,27
78935,SFH,1934,47
78936,SFH,1924,19
78937,SFH,2008,12
78938,SFH,1913,39
78939,SFH,2001,57
78940,SFH,1976,44
78941,SFH,1956,56
78942,SFH,1960,13
78943,SFH,1940,36
78944,SFH,1959,51
78945,SFH,1942,39
78946,SFH,2001,14
78947,SFH,1920,10
78948,SFH,1933,55
78949,SFH,1986,34
78950,SFH,1970,16
78951,SFH,1925,16
78952,SFH,2007,20
78953,SFH,2013,51
78954,SFH,2002,18
78955,SFH,1978,51
78956,SFH,1996,12
78957,SFH,1979,44
78958,SFH,1950,57
78959,SFH,2002,54
78960,SFH,1934,18
78961,SFH,1933,27
78962,SFH,1981,44
78963,SFH,1965,21
78964,SFH,1942,17
78965,SFH,2010,10
78966,SFH,1978,59
78967,SFH,2002,13
78968,SFH,1945,39
78969,SFH,1970,34
78970,SFH,1923,28
78971,SFH,1910,22
78972,SFH,1913,19
78973,SFH,1957,34
78974,SFH,1997,55
78975,SFH,1932,11
78976,SFH,1960,55
78977,SFH,1991,45
78978,SFH,2001,57
78979,SFH,1991,37
78980,SFH,1954,37
78981,SFH,1991,25
78982,SFH,1993,52
78983,SFH,1970,35
78984,SFH,1950,10
78985,SFH,1960,14
78986,SFH,1993,50
78987,SFH,1938,23
78988,SFH,1937,16
78989,SFH,1944,45
78990,SFH,1939,21
78991,SFH,1940,56
78992,SFH,1908,55
78993,SFH,2008,34
78994,SFH,2009,33
78995,SFH,1962,35
78996,SFH,1976,37
78997,SFH,1989,18
78998,SFH,1956,24
78999,SFH,1919,11
79000,SFH,1914,47
79001,SFH,1960,51
79002,SFH,1988,29
79003,SFH,1936,42
79004,SFH,2019,55
79005,SFH,1910,11
79006,SFH,1978,50
79007,SFH,1937,14
79008,SFH,1929,26
79009,SFH,1914,11
79010,SFH,1902,21
79011,SFH,1972,17
79012,SFH,2018,53
79013,SFH,1989,38
79014,SFH,2004,42
79015,SFH,1981,28
79016,SFH,1952,12
79017,SFH,2018,11
79018,SFH,1999,45
79019,SFH,1996,21
79020,SFH,1907,41
79021,SFH,1948,13
79022,SFH,1980,46
79023,SFH,1947,10
79024,SFH,2009,49
79025,SFH,1929,47
79026,SFH,1997,18
79027,SFH,1940,35
79028,SFH,1911,37
79029,SFH,1946,49
79030,SFH,2012,51
79031,SFH,2014,10
79032,SFH,2003,13
79033,SFH,1990,54
79034,SFH,1997,16
79035,SFH,1910,37
79036,SFH,2012,13
79037,SFH,2018,15
79038,SFH,2018,53
79039,SFH,1980,54
79040,SFH,1939,47
79041,SFH,2014,22
79042,SFH,1942,18
79043,SFH,2013,28
79044,SFH,1967,58
79045,SFH,1917,33
79046,SFH,2015,10
79047,SFH,1974,15
79048,SFH,1984,51
79049,SFH,1913,58
79050,SFH,1951,59
79051,SFH,1931,22
79052,SFH,1954,37
79053,SFH,1928,11
79054,SFH,1925,30
79055,SFH,2019,12
79056,SFH,1992,19
79057,SFH,1997,21
79058,SFH,1964,51
79059,SFH,1979,52
79060,SFH,1995,38
79061,SFH,1907,53
79062,SFH,2010,20
79063,SFH,1970,20
79064,SFH,1988,57
79065,SFH,2003,44
79066,SFH,1965,49
79067,SFH,2011,25
79068,SFH,2006,28
79069,SFH,1960,51
79070,SFH,1915,41
79071,SFH,1909,57
79072,SFH,1994,24
79073,SFH,2011,37
79074,SFH,1963,20
79075,SFH,1929,48
79076,SFH,1977,52
79077,SFH,1990,35
79078,SFH,1931,37
79079,SFH,2008,39
79080,SFH,1934,56
79081,SFH,1943,34
79082,SFH,1974,30
79083,SFH,1935,44
79084,SFH,1929,21
79085,SFH,2008,33
79086,SFH,1952,14
79087,SFH,1933,59
79088,SFH,1946,27
79089,SFH,1955,48
79090,SFH,1965,10
79091,SFH,2013,42
79092,SFH,1976,35
79093,SFH,1957,23
79094,SFH,1987,26
79095,SFH,1929,17
79096,SFH,1983,30
79097,SFH,1973,12
79098,SFH,1911,47
79099,SFH,1922,31
79100,SFH,1981,40
79101,SFH,1901,57
79102,SFH,2013,45
79103,SFH,1980,42
79104,SFH,2000,34
79105,SFH,1917,29
79106,SFH,1952,24
79107,SFH,1978,10
79108,SFH,1998,18
79109,SFH,1999,33
79110,SFH,1941,45
79111,SFH,1974,47
79112,SFH,1949,12
79113,SFH,1973,41
79114,SFH,1984,42
79115,SFH,2011,48
79116,SFH,2016,20
79117,SFH,1917,24
79118,SFH,1917,39
79119,SFH,1927,41
79120,SFH,1914,11
79121,SFH,1920,13
79122,SFH,1996,53
79123,SFH,1982,19
79124,SFH,1904,45
79125,SFH,1992,15
79126,SFH,1960,49
79127,SFH,1989,20
79128,SFH,1967,39
79129,SFH,1978,56
79130,SFH,1972,47
79131,SFH,1926,58
79132,SFH,1991,10
79133,SFH,1997,12
79134,SFH,1978,16
79135,SFH,1991,41
79136,SFH,1965,45
79137,SFH,2007,16
79138,SFH,1914,11
79139,SFH,1910,46
79140,SFH,2013,18
79141,SFH,1921,31
79142,SFH,1942,32
79143,SFH,2013,22
79144,SFH,1922,44
79145,SFH,1980,56
79146,SFH,1920,26
79147,SFH,1918,55
79148,SFH,1978,33
79149,SFH,1962,42
79150,SFH,1920,36
79151,SFH,1904,15
79152,SFH,1986,17
79153,SFH,1924,59
79154,SFH,1926,47
79155,SFH,1964,40
79156,SFH,2007,20
79157,SFH,1979,45
79158,SFH,1951,37
79159,SFH,1929,33
79160,SFH,1941,11
79161,SFH,1973,49
79162,SFH,1954,43
79163,SFH,1974,40
79164,SFH,1931,30
79165,SFH,1935,32
79166,SFH,2011,34
79167,SFH,1915,19
79168,SFH,1930,21
79169,SFH,1968,45
79170,SFH,1917,45
79171,SFH,1986,14
79172,SFH,1989,43
79173,SFH,1930,38
79174,SFH,2012,21
79175,SFH,1956,11
79176,SFH,2010,32
79177,SFH,1932,55
79178,SFH,1956,30
79179,SFH,1936,54
79180,SFH,1903,12
79181,SFH,2003,34
79182,SFH,2016,35
79183,SFH,1960,46
79184,SFH,1990,34
79185,SFH,1932,36
79186,SFH,1941,25
79187,SFH,1933,50
79188,SFH,1909,52
79189,SFH,1981,28
79190,SFH,1902,48
79191,SFH,1974,35
79192,SFH,1971,10
79193,SFH,2013,18
79194,SFH,2011,16
79195,SFH,1906,12
79196,SFH,1989,51
79197,SFH,1940,29
79198,SFH,1990,22
79199,SFH,1987,23
79200,SFH,1949,47
79201,SFH,1957,34
79202,SFH,1971,35
79203,SFH,1902,31
79204,SFH,1915,35
79205,SFH,1900,26
79206,SFH,2001,47
79207,SFH,1995,43
79208,SFH,1937,51
79209,SFH,1952,32
79210,SFH,1910,57
79211,SFH,1902,22
79212,SFH,1935,19
79213,SFH,1913,56
79214,SFH,1918,19
79215,SFH,1997,16
79216,SFH,1954,21
79217,SFH,1938,43
79218,SFH,1955,57
79219,SFH,1947,41
79220,SFH,1910,45
79221,SFH,1930,46
79222,SFH,1971,14
79223,SFH,1928,27
79224,SFH,1907,14
79225,SFH,1997,46
79226,SFH,1970,35
79227,SFH,1972,49
79228,SFH,1974,48
79229,SFH,1990,52
79230,SFH,2002,12
79231,SFH,1978,30
79232,SFH,1906,48
79233,SFH,1980,35
79234,SFH,1938,26
79235,SFH,1955,37
79236,SFH,1968,23
79237,SFH,2001,29
79238,SFH,1976,10
79239,SFH,2001,28
79240,SFH,1913,43
79241,SFH,1992,53
79242,SFH,2007,10
79243,SFH,1945,55
79244,SFH,1972,37
79245,SFH,1908,24
79246,SFH,1946,14
79247,SFH,1932,56
79248,SFH,1901,46
79249,SFH,1987,51
79250,SFH,1942,37
79251,SFH,1944,33
79252,SFH,1953,42
79253,SFH,1902,17
79254,SFH,2001,13
79255,SFH,2006,34
79256,SFH,2005,16
79257,SFH,1982,22
79258,SFH,2016,52
79259,SFH,1924,50
79260,SFH,2006,19
79261,SFH,1991,55
79262,SFH,1905,37
79263,SFH,1985,27
79264,SFH,1918,35
79265,SFH,1956,30
79266,SFH,1998,56
79267,SFH,2018,15
79268,SFH,1940,23
79269,SFH,1937,39
79270,SFH,1942,15
79271,SFH,2001,22
79272,SFH,2015,11
79273,SFH,1969,46
79274,SFH,1912,33
79275,SFH,1983,14
79276,SFH,1951,24
79277,SFH,1956,42
79278,SFH,1943,32
79279,SFH,1962,30
79280,SFH,1930,26
79281,SFH,1941,23
79282,SFH,1993,38
79283,SFH,1964,34
79284,SFH,2000,52
79285,SFH,1961,42
79286,SFH,1938,29
79287,SFH,2007,57
79288,SFH,1986,47
79289,SFH,1936,26
79290,SFH,1967,28
79291,SFH,1938,53
79292,SFH,1948,57
79293,SFH,1978,32
79294,SFH,1923,19
79295,SFH,1902,34
79296,SFH,1934,53
79297,SFH,1941,15
79298,SFH,1951,28
79299,SFH,1938,36
79300,SFH,1910,48
79301,SFH,1917,50
79302,SFH,1960,16
79303,SFH,1994,20
79304,SFH,1958,59
79305,SFH,2001,56
79306,SFH,1953,41
79307,SFH,1949,10
79308,SFH,1987,49
79309,SFH,1959,18
79310,SFH,1950,54
79311,SFH,2002,25
79312,SFH,1949,43
79313,SFH,1949,37
79314,SFH,1998,54
79315,SFH,2002,27
79316,SFH,1929,42
79317,SFH,1930,49
79318,SFH,1913,35
79319,SFH,1930,51
79320,SFH,2001,52
79321,SFH,1977,12
79322,SFH,2001,58
79323,SFH,2008,20
79324,SFH,1912,12
79325,SFH,1933,28
79326,SFH,2001,29
79327,SFH,1999,59
79328,SFH,2011,48
79329,SFH,1989,42
79330,SFH,1972,39
79331,SFH,2010,34
79332,SFH,1925,56
79333,SFH,1910,42
79334,SFH,2002,23
79335,SFH,1956,30
79336,SFH,1938,11
79337,SFH,1964,49
79338,SFH,1920,57
79339,SFH,1924,58
79340,SFH,2013,10
79341,SFH,1936,23
79342,SFH,2012,47
79343,SFH,1909,41
79344,SFH,1928,11
79345,SFH,1923,15
79346,SFH,1988,17
79347,SFH,2004,40
79348,SFH,1918,33
79349,SFH,1906,50
79350,SFH,1916,35
79351,SFH,1999,54
79352,SFH,1995,49
79353,SFH,1910,53
79354,SFH,1998,17
79355,SFH,1966,58
79356,SFH,1957,28
79357,SFH,1963,32
79358,SFH,1978,29
79359,SFH,1921,36
79360,SFH,1988,33
79361,SFH,1989,47
79362,SFH,2012,57
79363,SFH,2012,31
79364,SFH,1990,59
79365,SFH,2011,45
79366,SFH,1932,55
79367,SFH,2002,58
79368,SFH,1985,50
79369,SFH,1955,33
79370,SFH,1922,49
79371,SFH,1951,58
79372,SFH,1912,27
79373,SFH,2004,12
79374,SFH,1945,10
79375,SFH,1973,57
79376,SFH,2007,37
79377,SFH,2018,41
79378,SFH,1948,58
79379,SFH,1975,30
79380,SFH,1951,17
79381,SFH,1964,47
79382,SFH,2009,45
79383,SFH,2009,46
79384,SFH,2002,33
79385,SFH,1939,29
79386,SFH,1947,24
79387,SFH,1962,36
79388,SFH,1968,33
79389,SFH,1900,48
79390,SFH,1929,10
79391,SFH,1948,14
79392,SFH,1960,10
79393,SFH,1947,54
79394,SFH,1953,24
79395,SFH,1915,57
79396,SFH,1934,34
79397,SFH,1931,45
79398,SFH,1950,22
79399,SFH,2004,41
79400,SFH,1913,56
79401,SFH,1973,38
79402,SFH,2010,42
79403,SFH,1986,51
79404,SFH,2018,56
79405,SFH,2014,10
79406,SFH,1937,53
79407,SFH,1976,52
79408,SFH,2013,34
79409,SFH,1992,40
79410,SFH,1932,51
79411,SFH,1972,24
79412,SFH,2006,23
79413,SFH,1978,19
79414,SFH,1923,39
79415,SFH,1973,25
79416,SFH,1907,59
79417,SFH,1926,27
79418,SFH,1918,45
79419,SFH,2014,48
79420,SFH,2005,19
79421,SFH,1902,27
79422,SFH,1990,22
79423,SFH,1980,55
79424,SFH,1926,48
79425,SFH,1964,42
79426,SFH,1902,52
79427,SFH,1950,18
79428,SFH,1949,46
79429,SFH,1942,39
79430,SFH,1900,49
79431,SFH,1962,15
79432,SFH,1913,12
79433,SFH,1916,15
79434,SFH,1908,30
79435,SFH,1993,29
79436,SFH,1956,13
79437,SFH,1997,56
79438,SFH,1953,49
79439,SFH,2006,33
79440,SFH,1919,49
79441,SFH,1978,17
79442,SFH,1970,47
79443,SFH,1956,21
79444,SFH,2015,43
79445,SFH,1947,26
79446,SFH,1961,37
79447,SFH,1977,40
79448,SFH,2005,38
79449,SFH,2018,49
79450,SFH,1993,12
79451,SFH,1992,28
79452,SFH,1961,47
79453,SFH,1942,16
79454,SFH,1995,36
79455,SFH,1943,58
79456,SFH,1982,49
79457,SFH,1992,31
79458,SFH,1929,42
79459,SFH,2003,36
79460,SFH,1917,16
79461,SFH,1976,57
79462,SFH,1988,25
79463,SFH,1910,57
79464,SFH,1929,28
79465,SFH,2009,22
79466,SFH,1947,19
79467,SFH,1979,32
79468,SFH,1917,48
79469,SFH,1980,37
79470,SFH,2007,44
79471,SFH,1972,26
79472,SFH,1906,37
79473,SFH,1917,33
79474,SFH,2001,26
79475,SFH,1927,33
79476,SFH,2013,50
79477,SFH,1962,54
79478,SFH,1916,10
79479,SFH,1986,20
79480,SFH,1975,11
79481,SFH,1946,44
79482,SFH,1994,43
79483,SFH,1909,49
79484,SFH,1946,27
79485,SFH,1902,12
79486,SFH,1949,49
79487,SFH,1963,55
79488,SFH,1903,38
79489,SFH,1948,54
79490,SFH,2006,14
79491,SFH,1942,37
79492,SFH,1915,24
79493,SFH,1919,56
79494,SFH,1951,20
79495,SFH,1967,19
79496,SFH,1969,11
79497,SFH,1969,19
79498,SFH,1963,14
79499,SFH,1906,39
79500,SFH,1958,45
79501,SFH,1953,25
79502,SFH,1951,32
79503,SFH,1950,12
79504,SFH,1940,22
79505,SFH,1915,24
79506,SFH,2010,25
79507,SFH,2004,33
79508,SFH,2014,22
79509,SFH,2008,52
79510,SFH,1900,46
79511,SFH,1984,43
79512,SFH,1966,11
79513,SFH,1957,56
79514,SFH,1910,29
79515,SFH,1903,22
79516,SFH,1900,15
79517,SFH,1932,13
79518,SFH,1994,54
79519,SFH,1908,41
79520,SFH,1951,57
79521,SFH,1945,40
79522,SFH,1939,21
79523,SFH,2000,11
79524,SFH,1968,15
79525,SFH,1974,43
79526,SFH,1935,54
79527,SFH,2000,40
79528,SFH,1933,38
79529,SFH,2004,23
79530,SFH,1956,21
79531,SFH,2010,40
79532,SFH,1951,22
79533,SFH,1936,25
79534,SFH,1952,15
79535,SFH,1902,54
79536,SFH,1979,31
79537,SFH,1957,17
79538,SFH,2006,48
79539,SFH,1975,54
79540,SFH,1984,29
79541,SFH,1952,18
79542,SFH,1982,56
79543,SFH,2008,35
79544,SFH,1998,11
79545,SFH,1920,46
79546,SFH,1910,23
79547,SFH,1987,36
79548,SFH,1964,10
79549,SFH,2001,28
79550,SFH,1958,51
79551,SFH,1902,44
79552,SFH,1931,51
79553,SFH,1972,11
79554,SFH,1965,44
79555,SFH,1949,23
79556,SFH,1991,40
79557,SFH,1985,26
79558,SFH,2013,27
79559,SFH,1926,19
79560,SFH,2008,47
79561,SFH,2018,36
79562,SFH,1956,40
79563,SFH,1974,36
79564,SFH,1963,22
79565,SFH,1925,54
79566,SFH,2013,22
79567,SFH,1926,28
79568,SFH,1952,50
79569,SFH,2015,47
79570,SFH,1984,30
79571,SFH,1980,46
79572,SFH,1939,13
79573,SFH,1988,22
79574,SFH,1983,51
79575,SFH,1910,35
79576,SFH,1995,24
79577,SFH,2006,22
79578,SFH,1915,25
79579,SFH,1973,48
79580,SFH,1934,56
79581,SFH,1904,28
79582,SFH,1982,36
79583,SFH,1983,42
79584,SFH,1917,13
79585,SFH,1989,16
79586,SFH,1900,52
79587,SFH,1927,32
79588,SFH,1971,46
79589,SFH,1919,16
79590,SFH,1973,42
79591,SFH,1958,12
79592,SFH,1922,10
79593,SFH,1962,43
79594,SFH,1928,32
79595,SFH,1963,32
79596,SFH,1973,51
79597,SFH,1982,12
79598,SFH,2006,42
79599,SFH,2003,57
79600,SFH,1947,27
79601,SFH,2005,10
79602,SFH,2011,53
79603,SFH,1952,32
79604,SFH,1933,36
79605,SFH,1979,42
79606,SFH,1924,50
79607,SFH,1919,46
79608,SFH,1995,39
79609,SFH,1928,47
79610,SFH,1924,24
79611,SFH,1942,55
79612,SFH,1951,50
79613,SFH,1920,48
79614,SFH,1902,28
79615,SFH,1972,54
79616,SFH,2000,18
79617,SFH,1933,25
79618,SFH,1910,36
79619,SFH,2008,48
79620,SFH,1978,10
79621,SFH,1995,53
79622,SFH,1999,57
79623,SFH,1987,48
79624,SFH,1919,24
79625,SFH,1912,40
79626,SFH,2003,31
79627,SFH,1928,32
79628,SFH,1908,59
79629,SFH,1981,33
79630,SFH,1986,55
79631,SFH,1911,41
79632,SFH,1946,45
79633,SFH,1945,36
79634,SFH,1907,58
79635,SFH,1921,52
79636,SFH,1932,49
79637,SFH,1921,50
79638,SFH,1902,37
79639,SFH,1947,49
79640,SFH,2018,47
79641,SFH,1979,17
79642,SFH,1901,32
79643,SFH,1941,42
79644,SFH,1950,41
79645,SFH,2007,44
79646,SFH,1922,57
79647,SFH,1945,21
79648,SFH,1919,50
79649,SFH,1984,35
79650,SFH,1900,39
79651,SFH,1932,19
79652,SFH,1959,38
79653,SFH,2014,21
79654,SFH,1940,10
79655,SFH,1965,21
79656,SFH,1975,41
79657,SFH,1943,37
79658,SFH,1931,41
79659,SFH,1923,52
79660,SFH,1939,59
79661,SFH,1901,22
79662,SFH,1926,35
79663,SFH,1916,58
79664,SFH,1952,58
79665,SFH,1979,32
79666,SFH,1999,20
79667,SFH,1985,31
79668,SFH,1976,40
79669,SFH,1971,49
79670,SFH,1931,34
79671,SFH,1965,32
79672,SFH,1974,58
79673,SFH,2011,36
79674,SFH,1964,44
79675,SFH,1915,11
79676,SFH,1981,35
79677,SFH,2018,32
79678,SFH,1967,23
79679,SFH,1922,15
79680,SFH,2017,19
79681,SFH,1980,47
79682,SFH,1976,30
79683,SFH,2014,23
79684,SFH,2018,12
79685,SFH,2009,40
79686,SFH,1962,23
79687,SFH,1925,53
79688,SFH,1990,31
79689,SFH,1943,29
79690,SFH,2016,37
79691,SFH,1985,43
79692,SFH,2002,24
79693,SFH,1909,18
79694,SFH,1963,54
79695,SFH,1929,57
79696,SFH,1989,23
79697,SFH,1922,45
79698,SFH,1943,18
79699,SFH,1916,11
79700,SFH,1942,47
79701,SFH,1970,30
79702,SFH,1900,39
79703,SFH,2010,47
79704,SFH,1977,45
79705,SFH,1903,46
79706,SFH,1981,35
79707,SFH,1901,14
79708,SFH,2009,58
79709,SFH,1988,33
79710,SFH,2007,48
79711,SFH,1927,23
79712,SFH,1932,53
79713,SFH,1936,32
79714,SFH,1920,44
79715,SFH,1968,44
79716,SFH,1907,37
79717,SFH,1993,28
79718,SFH,2011,15
79719,SFH,1916,31
79720,SFH,1966,35
79721,SFH,1989,30
79722,SFH,2019,20
79723,SFH,1976,37
79724,SFH,1991,49
79725,SFH,1982,31
79726,SFH,1994,14
79727,SFH,1948,24
79728,SFH,1979,22
79729,SFH,1975,43
79730,SFH,1993,52
79731,SFH,1933,35
79732,SFH,2013,31
79733,SFH,1908,48
79734,SFH,1980,38
79735,SFH,1983,49
79736,SFH,1990,23
79737,SFH,1948,47
79738,SFH,1934,13
79739,SFH,1950,54
79740,SFH,1982,56
79741,SFH,1947,37
79742,SFH,1930,54
79743,SFH,1982,12
79744,SFH,1959,46
79745,SFH,1905,45
79746,SFH,1908,14
79747,SFH,1903,10
79748,SFH,1994,46
79749,SFH,1995,51
79750,SFH,1946,48
79751,SFH,1959,45
79752,SFH,1959,34
79753,SFH,1989,32
79754,SFH,1951,41
79755,SFH,1934,37
79756,SFH,1941,16
79757,SFH,1955,38
79758,SFH,1933,32
79759,SFH,1951,58
79760,SFH,1951,29
79761,SFH,1989,23
79762,SFH,2002,23
79763,SFH,1927,49
79764,SFH,2018,48
79765,SFH,2015,17
79766,SFH,1930,56
79767,SFH,1974,31
79768,SFH,1936,11
79769,SFH,2000,56
79770,SFH,2015,42
79771,SFH,1987,17
79772,SFH,1908,49
79773,SFH,1959,27
79774,SFH,1992,43
79775,SFH,1938,46
79776,SFH,2015,16
79777,SFH,1951,39
79778,SFH,1915,31
79779,SFH,1900,19
79780,SFH,1915,44
79781,SFH,1971,59
79782,SFH,2008,14
79783,SFH,1927,16
79784,SFH,1998,48
79785,SFH,1997,50
79786,SFH,1901,17
79787,SFH,1919,10
79788,SFH,1908,24
79789,SFH,1921,45
79790,SFH,1959,12
79791,SFH,1986,14
79792,SFH,1977,40
79793,SFH,1914,37
79794,SFH,1900,15
79795,SFH,1941,42
79796,SFH,1918,54
79797,SFH,1953,58
79798,SFH,1981,21
79799,SFH,1949,34
79800,SFH,2009,29
